-402.904000 163757.472000
-391.296000 154760.928000
-400.124000 161303.312000
-399.168000 160855.072000
-403.284000 163827.152000
-382.932000 149028.688000
-411.500000 170397.840000
-389.140000 153390.128000
-396.080000 158565.280000
-378.972000 145814.128000
-394.692000 157263.792000
-398.712000 160582.912000
-403.084000 163824.144000
-403.792000 164481.312000
-385.732000 151364.208000
-393.580000 156502.480000
-393.356000 156291.760000
-372.720000 141454.080000
-393.196000 156483.600000
-401.828000 162909.744000
-394.852000 157605.488000
-403.524000 164284.080000
-406.392000 166503.616000
-395.992000 158304.448000
-396.292000 158711.184000
-399.352000 161037.536000
-390.912000 154328.384000
-379.488000 146087.328000
-396.436000 158868.688000
-397.576000 159464.064000
-396.772000 159061.168000
-394.564000 157144.016000
-397.320000 159104.864000
-398.028000 159851.376000
-399.532000 160971.952000
-401.424000 162678.976000
-401.776000 162721.472000
-389.992000 153563.616000
-394.264000 156943.200000
-398.968000 160330.944000
-402.232000 163454.912000
-401.952000 162894.496000
-403.164000 163886.160000
-397.748000 159746.672000
-410.400000 169467.456000
-388.268000 152842.096000
-400.936000 161971.904000
-406.748000 166526.704000
-396.520000 158915.232000
-402.060000 163231.664000
-385.548000 150767.856000
-386.928000 151616.288000
-397.944000 159621.952000
-390.892000 154433.264000
-388.536000 152766.048000
-393.396000 156528.304000
-382.964000 148356.144000
-374.788000 143350.896000
-394.112000 156761.664000
-406.340000 166292.336000
-394.968000 157566.048000
-390.880000 154455.008000
-370.528000 139804.192000
-396.080000 158274.336000
-394.556000 157329.424000
-404.964000 165333.712000
-388.568000 153151.328000
-394.804000 157535.536000
-387.148000 152003.600000
-402.172000 163152.432000
-401.980000 162994.800000
-391.720000 155483.616000
-387.628000 151846.160000
-408.564000 168307.760000
-393.040000 155863.072000
-396.672000 158698.688000
-391.544000 154917.088000
-402.252000 163214.128000
-396.016000 158332.640000
-391.316000 155127.184000
-401.720000 162894.176000
-381.928000 147803.904000
-401.356000 162668.208000
-391.216000 154570.752000
-409.072000 168497.216000
-404.248000 164622.336000
-397.576000 159923.232000
-404.232000 164790.400000
-404.164000 164941.328000
-399.180000 160721.744000
-394.036000 156806.128000
-395.876000 158197.776000
-399.644000 161135.376000
-394.932000 157329.456000
-387.376000 151767.328000
-403.564000 164368.208000
-381.392000 147490.624000
-389.752000 153720.992000
-382.876000 148438.064000
-399.112000 160963.328000
-404.536000 165037.824000
-399.448000 160873.312000
-401.528000 162812.032000
-395.492000 157797.392000
-391.532000 154836.464000
-394.900000 157669.008000
-399.492000 160942.352000
-397.796000 159837.936000
-402.688000 163531.776000
-390.816000 154724.800000
-397.884000 159437.360000
-395.568000 157856.256000
-392.140000 155798.160000
-386.392000 150766.496000
-381.364000 147347.856000
-403.692000 164048.144000
-403.952000 164465.984000
-400.672000 161776.160000
-394.544000 157404.736000
-405.448000 165990.304000
-397.616000 159507.712000
-400.128000 161717.024000
-403.180000 163827.472000
-381.268000 147424.560000
-397.452000 159488.016000
-392.976000 156261.440000
-401.296000 162618.720000
-398.652000 160549.648000
-396.732000 159093.360000
-388.352000 152661.536000
-402.772000 163571.216000
-398.216000 160027.392000
-403.808000 164461.152000
-405.328000 165397.600000
-398.912000 160604.512000
-405.632000 165944.576000
-406.084000 166229.136000
-405.620000 165724.368000
-397.596000 159651.152000
-396.296000 158695.232000
-385.800000 150742.656000
-404.408000 164806.976000
-399.548000 160784.816000
-405.768000 165991.040000
-399.944000 161604.512000
-392.608000 155890.176000
-386.884000 151468.048000
-401.832000 162735.616000
-400.676000 161856.816000
-395.812000 158118.000000
-392.312000 155829.728000
-380.912000 147160.992000
